MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,AgeSold,LayoutType,TotalBaths,Total_sqft
RL,182.0,14572,Gilbert,1Fam,1Story,7,2004,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,Av,1300,230,1530,Ex,Y,1530,0,1530,1,3,Gd,7,1,Attchd,2004.0,Fin,3,630,144,36,259000,3,Typical Layout,2.0,4590
RL,59.0,11796,Gilbert,1Fam,2Story,7,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,Av,0,847,847,Ex,Y,847,1112,1959,0,4,Gd,8,1,BuiltIn,2004.0,Fin,2,434,100,48,215000,3,Typical Layout,2.5,4765
RM,60.0,7200,OldTown,Duplex,SFoyer,5,1980,MetalSd,MetalSd,BrkFace,TA,CBlock,Gd,TA,Gd,936,0,936,TA,Y,936,0,936,1,2,TA,4,0,Detchd,1980.0,Unf,2,672,49,0,140000,27,Few Rooms,1.0,2808
RL,65.0,7804,SWISU,1Fam,1.5Fin,4,1950,WdShing,Plywood,None,TA,BrkTil,TA,TA,No,622,500,1122,TA,Y,1328,653,1981,1,4,Gd,7,2,Detchd,1981.0,Unf,2,576,431,44,135000,81,Typical Layout,2.0,5084
RL,63.0,10712,Mitchel,1Fam,1Story,5,1992,HdBoard,HdBoard,None,TA,PConc,Gd,TA,Mn,212,762,974,TA,Y,974,0,974,0,3,TA,5,0,None,1930.0,None,0,0,0,28,93500,16,Few Rooms,1.0,2922
RM,90.0,9900,OldTown,1Fam,2Story,6,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,Mn,0,1008,1008,TA,Y,1178,1032,2210,0,5,Fa,8,0,Detchd,1930.0,Unf,1,205,0,48,117500,127,Typical Layout,2.0,5428
RL,80.0,9828,SawyerW,1Fam,2Story,8,1995,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,584,544,1128,Ex,Y,1142,878,2020,0,3,Gd,8,1,Attchd,1995.0,RFn,2,466,0,155,239500,14,Typical Layout,2.5,5168
RL,57.0,8773,Gilbert,1Fam,2Story,6,1997,VinylSd,VinylSd,None,TA,PConc,Gd,TA,Av,0,916,916,Gd,Y,916,684,1600,0,3,TA,7,1,Attchd,1997.0,Fin,2,460,100,38,169000,10,Typical Layout,2.5,4116
RM,60.0,6180,BrkSide,1Fam,1Story,6,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,No,0,960,960,TA,N,986,0,986,0,2,TA,5,1,Detchd,1926.0,Unf,1,180,0,128,102000,81,Few Rooms,1.0,2932
RL,80.0,9600,NAmes,1Fam,1.5Fin,6,1950,VinylSd,VinylSd,None,TA,CBlock,TA,TA,No,280,752,1032,TA,Y,1032,220,1252,0,3,TA,6,0,Attchd,1950.0,Unf,1,288,0,0,119000,58,Typical Layout,1.0,3536
RL,54.0,6342,Sawyer,1Fam,1.5Fin,5,1996,VinylSd,VinylSd,None,TA,CBlock,TA,TA,No,0,780,780,Gd,N,780,240,1020,0,2,TA,6,0,None,1977.0,None,0,0,0,0,94000,135,Typical Layout,1.0,2820
RL,98.0,9819,Mitchel,1Fam,1Story,6,1977,Plywood,ImStucc,None,TA,PConc,TA,TA,Gd,1567,0,1567,TA,Y,1567,0,1567,1,2,Gd,5,2,Attchd,1977.0,RFn,2,714,264,32,196000,32,Few Rooms,2.0,4701
RL,98.0,8731,BrkSide,1Fam,1Story,5,1950,Stucco,Stucco,None,TA,BrkTil,TA,TA,No,645,270,915,TA,Y,1167,0,1167,0,3,TA,6,1,Detchd,1972.0,Unf,2,495,0,0,144000,87,Typical Layout,1.0,3249
RL,60.0,7350,NAmes,1Fam,1Story,5,1951,HdBoard,HdBoard,None,TA,CBlock,TA,TA,Mn,852,100,952,TA,Y,952,0,952,1,2,TA,4,0,Detchd,1988.0,Unf,2,840,0,0,139000,57,Few Rooms,1.0,2856
RL,77.0,10304,NWAmes,1Fam,2Story,5,1976,Plywood,Plywood,BrkFace,TA,CBlock,TA,TA,No,381,399,780,Ex,Y,1088,780,1868,1,4,Gd,9,1,Attchd,1976.0,Unf,2,484,448,96,197500,33,Many Rooms,2.5,4516
RL,77.0,9965,CollgCr,1Fam,2Story,8,2007,VinylSd,VinylSd,Stone,Gd,PConc,Ex,TA,Gd,1150,316,1466,Ex,Y,1466,1362,2828,1,4,Gd,11,1,BuiltIn,2006.0,RFn,3,1052,125,144,424870,1,Many Rooms,3.0,7122
RL,60.0,9000,Sawyer,1Fam,1Story,5,1959,Wd Sdng,Plywood,None,TA,CBlock,TA,TA,No,288,718,1006,TA,Y,1006,0,1006,0,3,TA,5,0,None,1941.0,None,0,0,0,24,80000,49,Few Rooms,1.0,3018
RL,60.0,12180,Edwards,2fmCon,1.5Fin,4,1950,MetalSd,MetalSd,None,TA,BrkTil,Gd,TA,No,348,324,672,Fa,N,672,252,924,1,2,Fa,5,0,Detchd,1941.0,Unf,1,280,0,0,80000,69,Few Rooms,1.0,2520
RM,52.0,6240,BrkSide,1Fam,1.5Fin,5,1950,MetalSd,MetalSd,None,TA,BrkTil,TA,TA,No,0,1042,1042,Ex,Y,1042,534,1576,0,3,TA,8,1,Detchd,1928.0,Unf,1,225,0,0,149000,78,Typical Layout,1.0,4194
RL,75.0,11200,SawyerW,1Fam,1Story,6,1985,Wd Sdng,Wd Shng,BrkFace,Gd,CBlock,Gd,TA,No,1258,40,1298,TA,Y,1298,0,1298,1,3,Gd,5,1,Attchd,1985.0,Unf,2,403,165,26,180000,21,Few Rooms,2.0,3894
RL,75.0,12000,Crawfor,1Fam,2Story,7,1950,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,275,429,704,Ex,Y,860,704,1564,0,3,Fa,7,1,Attchd,1941.0,Unf,1,234,0,0,174500,68,Typical Layout,1.5,3832
RM,50.0,5700,OldTown,1Fam,1.5Fin,7,1950,Wd Sdng,Wd Sdng,None,TA,PConc,TA,TA,No,0,572,572,TA,Y,572,539,1111,0,2,TA,5,1,Detchd,1982.0,Unf,1,288,0,0,116900,82,Few Rooms,1.0,2794
RM,50.0,9000,OldTown,1Fam,2Story,7,1988,VinylSd,VinylSd,None,TA,PConc,TA,TA,No,624,26,650,Ex,Y,832,650,1482,0,3,TA,7,0,Detchd,1930.0,Unf,2,324,0,0,143000,89,Typical Layout,1.0,3614
RL,57.0,8280,NAmes,1Fam,1Story,6,1950,BrkFace,BrkFace,None,TA,CBlock,TA,TA,No,0,932,932,Ex,Y,932,0,932,0,2,Gd,4,1,Attchd,1950.0,Unf,1,306,0,0,124000,57,Few Rooms,1.0,2796
RL,134.0,17755,Edwards,1Fam,1Story,5,1959,HdBoard,Plywood,BrkFace,TA,CBlock,TA,TA,No,176,1290,1466,TA,Y,1466,0,1466,0,3,Fa,6,2,Attchd,1959.0,Fin,2,528,0,140,149900,47,Typical Layout,1.5,4398
RL,90.0,14115,Crawfor,1Fam,1Story,6,2004,Stone,Stone,None,TA,PConc,TA,TA,No,296,230,1073,Ex,Y,1811,0,1811,0,2,Ex,6,1,Attchd,1956.0,Fin,2,470,0,0,230000,50,Typical Layout,1.0,4695
RM,59.0,5890,IDOTRR,1Fam,1Story,6,2007,Wd Sdng,Wd Sdng,None,Gd,BrkTil,TA,TA,Av,538,278,816,Ex,Y,816,0,816,0,2,TA,5,0,Detchd,2002.0,Unf,1,432,0,0,120500,78,Few Rooms,1.0,2448
RL,90.0,13700,NAmes,1Fam,2Story,7,1988,VinylSd,VinylSd,Stone,TA,CBlock,TA,TA,Gd,454,410,864,TA,Y,902,918,1820,0,4,Gd,8,2,Attchd,1965.0,Unf,2,492,60,84,201800,43,Typical Layout,2.0,4504
RL,90.0,10768,Veenker,1Fam,1Story,5,2004,Plywood,Plywood,None,Gd,CBlock,Gd,TA,Gd,1157,280,1437,TA,Y,1437,0,1437,1,3,Gd,6,1,Attchd,1976.0,RFn,2,528,0,21,218000,31,Typical Layout,2.0,4311
RL,85.0,9350,NAmes,1Fam,SLvl,5,1999,BrkFace,BrkFace,None,TA,PConc,TA,TA,Gd,633,586,1219,Gd,Y,1265,0,1265,0,3,Gd,6,1,Attchd,1965.0,RFn,2,502,0,92,179900,43,Typical Layout,2.0,3749
RL,34.0,5001,NridgHt,Twnhs,1Story,7,2008,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,No,904,410,1314,Ex,Y,1314,0,1314,1,2,Gd,6,1,Attchd,2008.0,RFn,2,626,172,62,230000,2,Typical Layout,2.0,3942
RL,92.0,11932,Somerst,1Fam,1Story,8,2008,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,No,0,1580,1580,Ex,Y,1580,0,1580,0,3,Gd,7,0,Attchd,2008.0,RFn,3,830,0,24,235128,1,Typical Layout,2.0,4740
RL,76.0,9120,NWAmes,1Fam,2Story,6,1974,HdBoard,HdBoard,BrkFace,Gd,CBlock,TA,TA,No,442,459,901,TA,Y,943,933,1876,0,4,Gd,8,1,Attchd,1974.0,RFn,2,540,0,69,185000,34,Typical Layout,2.5,4653
RL,24.0,2280,NPkVill,Twnhs,2Story,6,1978,Plywood,Brk Cmn,None,TA,CBlock,Gd,TA,No,311,544,855,Fa,Y,855,601,1456,0,3,TA,7,1,Attchd,1978.0,Unf,2,440,26,0,146000,32,Typical Layout,2.5,3767
RL,109.0,14778,Crawfor,1Fam,1Story,6,2006,HdBoard,HdBoard,BrkFace,Gd,CBlock,TA,TA,No,728,568,1296,Ex,Y,1640,0,1640,1,3,Gd,7,1,Detchd,1993.0,Unf,2,924,108,0,224000,54,Typical Layout,1.0,4576
RL,109.0,8724,Sawyer,1Fam,1Story,5,1968,VinylSd,VinylSd,None,TA,CBlock,Gd,TA,No,492,402,894,Gd,Y,894,0,894,0,3,TA,5,1,Attchd,1968.0,Fin,2,450,0,0,129000,39,Few Rooms,1.0,2682
RL,60.0,12900,Sawyer,Duplex,SFoyer,4,1969,Plywood,Plywood,None,TA,CBlock,Gd,TA,Av,1198,0,1198,TA,Y,1258,0,1258,2,0,TA,6,0,CarPort,1969.0,Unf,2,400,120,0,108959,39,Typical Layout,1.0,3714
RL,79.0,16157,Veenker,1Fam,SLvl,5,1978,Plywood,Plywood,None,TA,PConc,Gd,TA,Gd,680,289,1360,Ex,Y,1432,0,1432,1,2,Gd,5,1,Attchd,1978.0,Unf,2,588,168,180,194000,29,Few Rooms,1.5,4224
RL,79.0,9541,NridgHt,1Fam,1Story,7,2009,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,No,0,1502,1502,Ex,Y,1502,0,1502,0,3,Gd,7,0,Attchd,2009.0,RFn,2,644,0,114,233170,0,Typical Layout,2.0,4506
RL,64.0,10475,CollgCr,1Fam,1Story,8,2008,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,Av,0,1694,1694,Ex,Y,1694,0,1694,0,3,Gd,7,0,Attchd,2008.0,RFn,3,776,160,33,245350,2,Typical Layout,2.0,5082
RL,58.0,10852,Gilbert,1Fam,2Story,6,2000,VinylSd,VinylSd,None,TA,PConc,Gd,TA,No,786,173,959,Ex,Y,959,712,1671,1,3,TA,7,1,Attchd,2000.0,Fin,2,472,0,38,173000,6,Typical Layout,2.5,4301
RL,120.0,13728,Edwards,1Fam,2Story,6,1986,Stucco,Stucco,None,TA,CBlock,TA,TA,No,626,501,1127,Ex,Y,1236,872,2108,0,4,Gd,7,2,Basment,1935.0,Unf,2,540,0,0,235000,73,Typical Layout,2.0,5343
RL,118.0,35760,NoRidge,1Fam,2Story,10,1996,HdBoard,HdBoard,BrkFace,Gd,PConc,Ex,TA,Gd,1387,543,1930,Ex,Y,1831,1796,3627,1,4,Gd,10,1,Attchd,1995.0,Fin,3,807,361,76,625000,11,Many Rooms,3.5,9184
RL,76.0,9880,Mitchel,1Fam,SLvl,6,1977,Plywood,Plywood,None,TA,CBlock,TA,TA,Av,522,574,1096,TA,Y,1118,0,1118,1,3,TA,6,1,Attchd,1977.0,Fin,1,358,203,0,171000,31,Typical Layout,1.0,3332
RL,76.0,9120,NAmes,1Fam,1Story,6,1958,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,662,599,1261,Ex,Y,1261,0,1261,1,3,TA,6,1,Attchd,1958.0,RFn,2,433,0,0,163000,50,Typical Layout,1.0,3783
FV,35.0,4017,Somerst,TwnhsE,2Story,7,2007,MetalSd,MetalSd,None,Gd,PConc,Gd,TA,No,0,625,625,Ex,Y,625,625,1250,0,2,Gd,5,0,Detchd,2006.0,Fin,2,625,0,54,171900,2,Few Rooms,2.5,3125
RL,138.0,18030,ClearCr,1Fam,1.5Fin,5,1994,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,152,977,1598,TA,Y,1636,971,3086,0,3,Ex,12,1,None,1932.0,None,0,0,122,0,200500,61,Many Rooms,3.0,7291
RL,80.0,16560,Crawfor,1Fam,2Story,6,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,Gd,TA,No,503,449,952,TA,Y,1170,1175,2345,0,4,TA,9,1,Detchd,1932.0,Unf,2,360,0,0,239000,74,Many Rooms,2.5,5642
RL,85.0,10678,NoRidge,1Fam,1.5Fin,8,2000,HdBoard,HdBoard,BrkFace,Gd,PConc,Gd,TA,No,700,983,1683,Ex,Y,2129,743,2872,0,4,Gd,9,1,Attchd,1992.0,Fin,2,541,0,33,285000,15,Many Rooms,2.5,7427
RL,37.0,6951,Mitchel,1Fam,1Story,5,1985,HdBoard,Plywood,None,TA,CBlock,TA,TA,No,658,218,876,TA,Y,923,0,923,1,3,TA,5,0,Attchd,1984.0,Unf,1,264,362,0,119500,24,Few Rooms,1.0,2722
RM,54.0,3950,OldTown,1Fam,1.5Fin,6,2004,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,468,350,818,TA,Y,818,406,1224,0,3,TA,5,0,Detchd,1926.0,Unf,1,210,0,0,115000,83,Few Rooms,1.0,3266
RL,54.0,7681,Crawfor,1Fam,1.5Fin,5,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,No,0,731,731,Ex,Y,820,523,1343,0,3,TA,7,1,Detchd,1921.0,Unf,1,186,192,0,154900,88,Typical Layout,1.5,3417
RL,77.0,8335,Edwards,1Fam,1Story,5,1954,Wd Sdng,Wd Sdng,None,TA,Slab,None,None,None,0,0,0,Gd,Y,1124,0,1124,0,3,TA,5,1,None,1990.0,None,0,0,0,36,93000,52,Few Rooms,1.0,2248
RL,64.0,11170,Timber,1Fam,2Story,7,1991,MetalSd,MetalSd,None,TA,Wood,Gd,TA,No,1216,0,1216,Ex,Y,1298,1216,2514,0,4,TA,8,0,Attchd,1990.0,Fin,2,693,0,0,250000,16,Typical Layout,2.5,6244
RM,64.0,5587,Crawfor,TwnhsE,1Story,8,2008,CemntBd,CmentBd,Stone,Ex,PConc,Ex,TA,Gd,1480,120,1600,Ex,Y,1652,0,1652,1,2,Gd,5,1,Attchd,2008.0,Fin,2,482,162,53,392500,0,Few Rooms,2.0,4904
RL,160.0,15623,NoRidge,1Fam,2Story,10,1996,Wd Sdng,ImStucc,None,Gd,PConc,Ex,TA,Av,2096,300,2396,Ex,Y,2411,2065,4476,1,4,Ex,10,2,Attchd,1996.0,Fin,3,813,171,78,745000,11,Many Rooms,3.5,11348
RL,60.0,10800,OldTown,1Fam,1Story,5,1950,Stucco,Stucco,None,TA,BrkTil,TA,TA,No,821,299,1120,Ex,Y,1130,0,1130,1,2,TA,5,1,Detchd,1970.0,Unf,2,720,229,0,120000,86,Few Rooms,1.0,3380
RL,50.0,35133,Timber,1Fam,1Story,5,1963,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,TA,Gd,1159,413,1572,Gd,Y,1572,0,1572,1,3,TA,5,2,2Types,1963.0,RFn,3,995,0,263,186700,44,Few Rooms,1.5,4716
RL,60.0,9738,Edwards,1Fam,1.5Fin,5,1950,AsbShng,AsbShng,None,TA,BrkTil,TA,TA,No,392,392,784,Gd,Y,949,272,1221,1,4,TA,7,0,Attchd,1965.0,Unf,1,392,0,0,104900,82,Typical Layout,1.0,3226
RL,107.0,10615,OldTown,2fmCon,2Story,3,1970,HdBoard,HdBoard,None,TA,CBlock,Fa,TA,Mn,440,538,978,TA,Y,1014,685,1699,1,3,TA,7,0,CarPort,1920.0,Unf,2,420,0,74,95000,109,Typical Layout,2.0,4376
RL,89.0,12461,NoRidge,1Fam,1Story,8,1995,ImStucc,ImStucc,None,Gd,PConc,Gd,TA,No,1456,168,1624,Ex,Y,1624,0,1624,1,2,Gd,5,1,Attchd,1994.0,RFn,3,757,0,114,262000,12,Few Rooms,2.0,4872
RL,68.0,8935,CollgCr,1Fam,2Story,7,2002,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,0,831,831,Ex,Y,831,829,1660,0,3,Gd,7,0,Attchd,2002.0,RFn,2,493,144,68,195000,7,Typical Layout,2.5,4151
RL,60.0,7500,Gilbert,1Fam,2Story,7,1999,VinylSd,VinylSd,None,TA,PConc,TA,TA,No,0,994,994,Gd,Y,1028,776,1804,0,3,Gd,7,1,Attchd,1999.0,Fin,2,442,140,60,189000,11,Typical Layout,2.5,4602
RL,24.0,32463,Mitchel,2fmCon,1Story,4,1975,MetalSd,MetalSd,Stone,TA,CBlock,TA,TA,Av,1159,90,1249,Ex,Y,1622,0,1622,1,3,TA,7,1,2Types,1975.0,Fin,4,1356,439,0,168000,46,Typical Layout,1.0,4493
FV,24.0,2645,Somerst,Twnhs,2Story,8,2000,MetalSd,MetalSd,BrkFace,Gd,PConc,Gd,TA,No,0,776,776,Ex,Y,764,677,1441,0,2,Gd,5,0,Detchd,1999.0,Unf,2,492,206,0,174000,8,Few Rooms,2.5,3658
RM,60.0,9600,OldTown,1Fam,1.5Fin,5,1994,VinylSd,VinylSd,None,TA,PConc,TA,TA,Mn,0,702,702,Gd,Y,842,630,1472,0,3,Gd,6,0,Detchd,1925.0,Unf,1,250,0,0,125000,82,Typical Layout,1.0,3646
RM,80.0,4500,Mitchel,TwnhsE,1Story,6,1999,VinylSd,VinylSd,BrkFace,TA,PConc,Ex,TA,No,883,341,1224,Ex,Y,1224,0,1224,1,2,TA,5,0,Attchd,1999.0,Fin,2,402,0,304,165000,10,Few Rooms,2.0,3672
RL,80.0,9364,Sawyer,1Fam,2Story,6,1969,HdBoard,HdBoard,Stone,TA,CBlock,TA,TA,No,371,292,663,TA,Y,663,689,1352,0,4,TA,7,0,Attchd,1969.0,Fin,1,299,379,36,158000,41,Typical Layout,1.5,3367
RL,51.0,8029,Gilbert,1Fam,2Story,6,2005,VinylSd,VinylSd,None,TA,PConc,Gd,TA,No,0,728,728,Ex,Y,728,728,1456,0,3,Gd,8,0,Attchd,2005.0,Fin,2,400,100,24,176000,3,Typical Layout,2.5,3640
RL,58.0,14054,Gilbert,1Fam,2Story,7,2006,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,Av,0,879,879,Ex,Y,879,984,1863,0,4,Gd,9,1,BuiltIn,2006.0,Fin,3,660,100,17,219210,0,Many Rooms,2.5,4605
RM,65.0,8850,OldTown,1Fam,2.5Unf,7,1950,MetalSd,MetalSd,None,TA,BrkTil,TA,TA,No,0,815,815,Ex,Y,815,875,1690,0,3,TA,7,1,Detchd,1916.0,Unf,1,225,0,0,144000,90,Typical Layout,1.0,4195
RL,70.0,9100,CollgCr,1Fam,1Story,7,2001,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,0,1212,1212,Ex,Y,1212,0,1212,0,3,Gd,6,0,Attchd,2001.0,RFn,2,573,356,0,178000,8,Typical Layout,2.0,3636
RL,75.0,11235,Sawyer,1Fam,1Story,4,1979,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,547,504,1051,Gd,Y,1382,0,1382,0,3,TA,6,1,Attchd,1974.0,Unf,2,459,0,82,148000,43,Typical Layout,1.5,3815
RL,71.0,9353,NAmes,1Fam,1Story,4,1970,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,0,864,864,Gd,Y,864,0,864,0,3,TA,5,0,Attchd,1972.0,Unf,1,280,0,0,116050,36,Few Rooms,1.0,2592
RL,80.0,10400,CollgCr,1Fam,2Story,7,1998,VinylSd,VinylSd,None,TA,PConc,Gd,TA,Av,0,866,866,Ex,Y,866,913,1779,0,3,Gd,6,0,Attchd,1998.0,RFn,2,546,198,36,197900,11,Typical Layout,2.5,4424
RM,50.0,6000,BrkSide,1Fam,1.5Fin,5,1997,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,No,0,884,884,Ex,Y,884,464,1348,1,3,TA,5,1,Detchd,1960.0,Unf,1,216,0,0,117000,84,Few Rooms,1.0,3580
RL,75.0,9750,CollgCr,1Fam,1Story,7,2001,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,0,1630,1630,Ex,Y,1630,0,1630,0,3,Gd,6,1,Attchd,2000.0,Unf,2,451,74,234,213000,9,Typical Layout,2.0,4890
RL,78.0,10140,NWAmes,1Fam,1Story,5,1975,HdBoard,HdBoard,None,TA,CBlock,Gd,TA,No,788,268,1056,Ex,Y,1074,0,1074,1,3,TA,6,0,Attchd,1975.0,RFn,2,495,0,88,153500,31,Typical Layout,1.5,3204
RL,90.0,14684,SawyerW,1Fam,1Story,7,1991,HdBoard,HdBoard,BrkFace,Gd,CBlock,Gd,TA,Mn,485,1496,2158,Gd,Y,2196,0,2196,0,3,Gd,7,1,Attchd,1990.0,RFn,3,701,84,70,271900,19,Typical Layout,2.0,6550
RH,70.0,8900,SawyerW,1Fam,1Story,4,1966,HdBoard,HdBoard,None,TA,CBlock,TA,TA,No,1056,0,1056,TA,Y,1056,0,1056,1,2,TA,5,0,Detchd,1966.0,Unf,1,384,0,42,107000,40,Few Rooms,1.0,3168
RL,70.0,9135,CollgCr,1Fam,1Story,6,2003,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Av,340,1342,1682,Ex,Y,1700,0,1700,1,3,Gd,7,0,Attchd,2003.0,RFn,2,544,192,23,200000,3,Typical Layout,2.0,5082
RL,70.0,7763,NAmes,1Fam,1Story,5,1980,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,504,319,931,TA,Y,1283,0,1283,1,3,TA,6,0,Detchd,1980.0,Unf,2,506,0,0,140000,46,Typical Layout,1.0,3497
RL,85.0,10182,Somerst,1Fam,1Story,8,2006,VinylSd,VinylSd,Stone,Gd,PConc,Ex,TA,Mn,1220,440,1660,Ex,Y,1660,0,1660,1,3,Gd,8,1,Attchd,2006.0,RFn,2,500,322,50,290000,0,Typical Layout,2.0,4980
RL,70.0,11218,SawyerW,1Fam,2Story,6,1992,Wd Sdng,Wd Sdng,None,Gd,PConc,Gd,TA,No,0,1055,1055,Ex,Y,1055,790,1845,0,3,Gd,8,1,Attchd,1992.0,RFn,2,462,635,104,189000,18,Typical Layout,2.5,4745
RL,152.0,12134,Gilbert,1Fam,1.5Fin,8,2005,Wd Sdng,Wd Sdng,None,Gd,Wood,Gd,TA,Av,427,132,559,Gd,Y,1080,672,1752,0,4,TA,8,0,Basment,1988.0,RFn,2,492,325,12,164000,22,Typical Layout,2.0,4063
RL,50.0,9340,Edwards,1Fam,1Story,4,1950,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,344,328,672,TA,Y,672,0,672,1,2,TA,4,0,Attchd,1941.0,Unf,1,234,0,113,113000,68,Few Rooms,1.0,2016
RL,69.0,10246,Sawyer,1Fam,SLvl,4,2001,VinylSd,VinylSd,None,TA,CBlock,TA,Gd,Av,648,0,648,Ex,Y,960,0,960,1,0,TA,3,0,Attchd,1965.0,Unf,1,364,88,0,145000,41,Few Rooms,0.0,2568
RL,69.0,10205,NAmes,1Fam,SFoyer,5,1962,MetalSd,MetalSd,None,TA,CBlock,TA,TA,Av,784,141,925,TA,Y,999,0,999,1,3,TA,6,0,Attchd,1962.0,Unf,1,300,150,72,134500,44,Typical Layout,1.0,2923
RL,99.0,7094,Sawyer,1Fam,1Story,5,1966,VinylSd,VinylSd,None,TA,CBlock,TA,TA,No,180,340,894,TA,Y,894,0,894,0,3,TA,5,0,Detchd,1966.0,RFn,1,384,0,0,125000,41,Few Rooms,1.0,2682
RM,68.0,8930,Sawyer,Duplex,1.5Fin,6,1978,VinylSd,VinylSd,None,TA,Slab,None,None,None,0,0,0,TA,Y,1318,584,1902,0,4,TA,8,0,Attchd,1978.0,Unf,2,539,0,0,112000,32,Typical Layout,2.0,3804
FV,72.0,8640,Somerst,1Fam,1Story,8,2009,CemntBd,CmentBd,Stone,Gd,PConc,Gd,TA,Mn,936,364,1300,Ex,Y,1314,0,1314,1,3,Gd,6,0,Attchd,2009.0,RFn,2,552,135,112,229456,0,Typical Layout,2.0,3928
RM,52.0,6240,BrkSide,1Fam,1.5Fin,4,1950,AsbShng,AsbShng,None,TA,Slab,None,None,None,0,0,0,Gd,N,672,240,912,0,2,TA,3,0,None,1956.0,None,0,0,0,0,80500,59,Few Rooms,1.0,1824
RM,21.0,1680,BrDale,Twnhs,2Story,6,1971,CemntBd,CmentBd,BrkFace,TA,CBlock,TA,TA,No,0,672,672,TA,Y,672,546,1218,0,3,TA,7,0,None,1964.0,None,0,0,201,0,91500,35,Typical Layout,1.5,3108
RL,66.0,7800,NAmes,1Fam,1Story,5,1964,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,No,312,0,912,TA,Y,912,0,912,0,2,TA,5,0,Attchd,1964.0,Unf,1,288,0,0,115000,42,Few Rooms,1.0,2736
RL,55.0,8250,Sawyer,1Fam,1Story,5,1968,HdBoard,HdBoard,None,TA,CBlock,TA,TA,No,250,210,952,Ex,Y,1211,0,1211,0,3,TA,5,1,Attchd,1968.0,Unf,1,322,0,63,134000,40,Few Rooms,1.0,3374
RL,78.0,10496,NAmes,1Fam,1.5Fin,6,1950,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,TA,Mn,196,844,1040,Ex,Y,1168,678,1846,0,3,TA,7,1,Attchd,1949.0,Unf,1,315,0,0,143000,58,Typical Layout,2.0,4732
RL,89.0,10680,NAmes,1Fam,1Story,5,1951,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,Fa,No,756,1380,2136,TA,N,2136,0,2136,0,4,TA,7,0,Detchd,1951.0,Unf,2,528,0,30,137900,55,Typical Layout,2.0,6408
RL,60.0,15384,Gilbert,1Fam,2Story,7,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,Av,724,64,788,Ex,Y,788,702,1490,1,3,Gd,8,1,Attchd,2004.0,Fin,2,388,100,75,184000,4,Typical Layout,2.5,3768
RL,65.0,10482,NAmes,1Fam,SLvl,6,1958,VinylSd,VinylSd,BrkFace,TA,CBlock,TA,TA,Av,507,81,588,Ex,Y,1138,0,1138,0,3,TA,6,0,Attchd,1958.0,RFn,1,264,224,0,145000,49,Typical Layout,1.0,2864
RL,86.0,14598,Somerst,1Fam,2Story,6,2007,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,Mn,0,894,894,Ex,Y,894,1039,1933,0,4,Gd,9,1,BuiltIn,2007.0,Fin,3,668,100,18,214000,1,Many Rooms,2.5,4760
